User ID,NPC ID,User level,NPC friendliness,Interest,Interaction length,Interaction quests acquired
80080.0,335.0,27.0,31.87311628498369,43.42832173564553,36.94211900213508,3.806989533578079
30311.0,325.0,34.0,36.09960329726225,46.13557943013035,37.71633961701987,3.662137475488674
77631.0,320.0,44.0,10.408647690697304,18.65049644641345,13.19607966282969,0.9677078599057416
42368.0,339.0,6.0,17.499374496829056,46.832253700737965,28.112131190605243,1.1740010850590652
78461.0,343.0,9.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
41079.0,339.0,6.0,17.499374496829056,46.832253700737965,30.69127610383269,1.8187873133659267
24845.0,340.0,16.0,68.77686995830287,87.93182137051065,53.0706139728245,2.276175821892295
87960.0,321.0,34.0,87.26313619621637,22.229173616444594,18.65193703663211,1.8843375571024528
24416.0,303.0,12.0,0.960999761638226,14.803059530770105,8.734868284713565,0.33333462983212814
12064.0,315.0,19.0,62.99707620899031,84.37069749535424,54.049546935243995,2.96604954689172
23459.0,305.0,25.0,31.72079781646635,43.317415350669975,32.36476272542572,2.6765137625226827
43761.0,319.0,36.0,57.276318201961786,48.94110386847599,38.62287135098473,3.538079854186684
54948.0,340.0,18.0,68.77686995830287,87.93182137051065,55.965910685255324,3.0
36226.0,344.0,20.0,66.32168627230759,86.43812760145434,49.26684521881082,1.5119453545209136
13111.0,329.0,13.0,71.7941921089573,89.73145349216978,56.86572674608489,3.0
39789.0,347.0,7.0,48.68838737183302,74.77706454977381,42.87863648635415,1.3725260528668106
37012.0,308.0,19.0,22.170574642202634,52.08563968154478,34.90362018429827,2.2152000858814698
13109.0,334.0,38.0,63.99816063547905,46.081029976466496,37.76109317181559,3.680144545895584
60311.0,311.0,15.0,22.703319377608643,52.64800035427368,30.270460968445782,0.9866151978272362
74518.0,306.0,8.0,13.681255954885362,41.98818183539894,32.99409091769947,3.0
41707.0,346.0,29.0,27.457338259666063,39.83656803321769,34.18497174675959,3.566671932537686
36771.0,323.0,25.0,77.6589089894454,34.69969507027154,29.234435870982686,2.9711470839617293
47012.0,343.0,11.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
31548.0,309.0,43.0,62.49057371072936,46.879711367536736,33.84217498344171,2.600579824918336
60311.0,304.0,15.0,76.02061937605761,92.18980409202535,58.09490204601268,3.0
42779.0,336.0,42.0,54.02764446141261,49.67556160184905,38.71825457487072,3.470118443486549
80223.0,324.0,37.0,45.765377209517865,49.64135939644659,40.71005770904973,3.972344502706609
37032.0,306.0,9.0,13.681255954885362,41.98818183539894,32.99409091769947,3.0
40879.0,315.0,22.0,62.99707620899031,46.62152020035396,36.189700839568346,3.219735184847842
72950.0,312.0,12.0,11.636342266143917,39.11208329337849,19.587776253850734,0.007933651790372753
48956.0,327.0,22.0,57.25600475073541,48.9470079011461,33.917140850325126,2.3609092249380184
50149.0,320.0,42.0,10.408647690697304,18.65049644641345,13.551827101844147,1.0566447196593556
25928.0,341.0,7.0,50.60321966785639,76.13594004991879,50.06797002495939,3.0
82839.0,332.0,10.0,30.73891491541073,60.44268654692946,39.687515003176514,2.3665429324279454
71222.0,343.0,14.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
83886.0,339.0,15.0,17.499374496829056,46.832253700737965,35.41612685036898,3.0
61064.0,302.0,14.0,60.62509320797294,82.86211736651717,53.431058683258584,3.0
32315.0,338.0,44.0,48.77699540583109,49.97008519525284,40.25356780974091,3.817131303028622
41079.0,329.0,6.0,71.7941921089573,89.73145349216978,56.86572674608489,3.0
44584.0,306.0,15.0,13.681255954885362,41.98818183539894,30.35329859480199,2.33980191927563
52152.0,343.0,10.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
77259.0,302.0,7.0,60.62509320797294,82.86211736651717,53.431058683258584,3.0
83013.0,304.0,15.0,76.02061937605761,92.18980409202535,58.09490204601268,3.0
47012.0,303.0,11.0,0.960999761638226,14.803059530770105,7.401529765385052,0.0
37981.0,302.0,8.0,60.62509320797294,82.86211736651717,50.87262083412238,2.3603905377159493
72442.0,325.0,25.0,36.09960329726225,46.13557943013035,36.13169730121741,3.265976896538058
69261.0,307.0,28.0,42.15104806561249,48.76787907063349,40.508078476048155,4.031034735182853
30704.0,317.0,44.0,35.912081026770906,46.03061078007463,42.3046852296228,4.822344959896371
77541.0,304.0,12.0,76.02061937605761,92.18980409202535,58.09490204601268,3.0
81499.0,319.0,43.0,57.276318201961786,48.94110386847599,39.945397254259966,3.8687113300054925
83921.0,318.0,35.0,66.6477814776001,44.4570274374815,40.827119413826914,4.649651423771541
74131.0,315.0,23.0,62.99707620899031,46.62152020035396,41.41134973389106,4.525147408428518
66602.0,334.0,40.0,63.99816063547905,46.081029976466496,28.4266863628565,1.3465428436558133
80080.0,333.0,27.0,40.02336913505943,48.009336731694304,38.89812884179719,3.7233651189875094
31273.0,315.0,16.0,62.99707620899031,84.37069749535424,54.18534874767712,3.0
86602.0,305.0,25.0,31.72079781646635,43.317415350669975,33.27530885825122,2.9041502957290586
52461.0,343.0,15.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
83653.0,343.0,7.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
57566.0,328.0,30.0,48.44020129073097,49.95134055973125,33.97955626789481,2.2509714970072965
82377.0,314.0,32.0,89.67271066293281,18.52152057310434,10.007774607376238,0.18675358020601696
82839.0,329.0,10.0,71.7941921089573,89.73145349216978,56.86572674608489,3.0
58388.0,324.0,40.0,45.765377209517865,49.64135939644659,40.83735344257417,4.004168436087718
22845.0,336.0,36.0,54.02764446141261,49.67556160184905,37.12292182972911,3.0712852572011453
15146.0,309.0,44.0,62.49057371072936,46.879711367536736,39.599859924194696,4.040001060106582
78490.0,347.0,15.0,48.68838737183302,74.77706454977381,49.388532274886906,3.0
82807.0,333.0,28.0,40.02336913505943,48.009336731694304,41.48197132834295,4.369325740623949
47469.0,343.0,13.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
14904.0,334.0,36.0,63.99816063547905,46.081029976466496,38.21903429552624,3.7946298268232486
72663.0,331.0,45.0,36.25118351852869,46.21940090717646,30.415617743590786,1.8264793225006395
18723.0,322.0,36.0,51.78797314431838,49.93606304070393,29.39126748784231,1.1058089918725864
40703.0,336.0,44.0,54.02764446141261,49.67556160184905,37.98821831342092,3.2876093781241
12064.0,327.0,19.0,57.25600475073541,80.66769769904157,52.333848849520784,3.0
22723.0,317.0,41.0,35.912081026770906,46.03061078007463,27.78433380665713,1.1922571041549535
60330.0,322.0,45.0,51.78797314431838,49.93606304070393,35.03023490277639,2.5155508456061066
76107.0,325.0,33.0,36.09960329726225,46.13557943013035,44.451198765470686,5.345852262601378
16084.0,324.0,38.0,45.765377209517865,49.64135939644659,41.859666831364834,4.259746783285385
57345.0,307.0,25.0,42.15104806561249,48.76787907063349,46.60431768527211,5.55509453748884
44041.0,327.0,23.0,57.25600475073541,48.9470079011461,41.11551948113022,4.160503882639292
63631.0,334.0,39.0,63.99816063547905,46.081029976466496,40.154666772186545,4.278537945988323
47090.0,327.0,21.0,57.25600475073541,48.9470079011461,40.97580327810747,4.125574831883605
87102.0,343.0,5.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
57759.0,324.0,39.0,45.765377209517865,49.64135939644659,34.88682072256806,2.5165352560861907
29685.0,302.0,12.0,60.62509320797294,82.86211736651717,53.431058683258584,3.0
77259.0,347.0,7.0,48.68838737183302,74.77706454977381,46.32945532988909,2.235230763750547
13574.0,344.0,19.0,66.32168627230759,86.43812760145434,55.01240602948735,2.9483355571900463
40051.0,305.0,32.0,31.72079781646635,43.317415350669975,36.16603248434691,3.6268312022529803
21368.0,339.0,14.0,17.499374496829056,46.832253700737965,34.37777680325875,2.740412488222441
26825.0,336.0,35.0,54.02764446141261,49.67556160184905,36.631791146983005,2.9485025865146204
44627.0,343.0,11.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
76800.0,328.0,33.0,48.44020129073097,49.95134055973125,39.14808147823741,3.5431027995929463
62695.0,315.0,17.0,62.99707620899031,84.37069749535424,54.18534874767712,3.0
39590.0,330.0,5.0,9.235902810320772,35.3906281776484,20.74206755066616,0.7616883654604897
47194.0,313.0,12.0,69.95538112891862,88.63933352730557,56.31966676365278,3.0
57131.0,313.0,13.0,69.95538112891862,88.63933352730557,56.31966676365278,3.0
74131.0,340.0,23.0,68.77686995830287,42.94858309137967,29.191949384019427,1.9294144595823983
63673.0,322.0,45.0,51.78797314431838,49.93606304070393,40.53360194045157,3.891392605024901
89658.0,341.0,6.0,50.60321966785639,76.13594004991879,50.06797002495939,3.0
51850.0,315.0,20.0,62.99707620899031,84.37069749535424,50.689321631181535,2.1259932208761048
51211.0,343.0,7.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
69284.0,314.0,35.0,89.67271066293281,18.52152057310434,18.237663955240222,2.2442259171720136
63493.0,343.0,8.0,88.4537400355608,99.04984850363172,61.52492425181586,3.0
43442.0,313.0,8.0,69.95538112891862,88.63933352730557,56.31966676365278,3.0
81290.0,348.0,29.0,9.48157455314538,17.165143986153673,11.837113650548874,0.8136354143680093
20599.0,333.0,28.0,40.02336913505943,48.009336731694304,40.291447058708236,4.071694673215271
44663.0,319.0,41.0,57.276318201961786,48.94110386847599,37.3806808955459,3.2275322403269757
25844.0,323.0,34.0,77.6589089894454,34.69969507027154,22.06303313102078,1.1782963989712532
38438.0,328.0,27.0,48.44020129073097,49.95134055973125,44.158516784923414,4.795711626264447
43576.0,301.0,43.0,15.864552816517277,26.695424911673225,19.146632605219757,1.4497300373457858
82682.0,318.0,30.0,66.6477814776001,44.4570274374815,35.00709391767829,3.1946450497343846
87455.0,347.0,11.0,48.68838737183302,74.77706454977381,49.388532274886906,3.0
40051.0,349.0,32.0,9.512073999700675,17.21455696388572,8.60727848194286,0.0
13277.0,307.0,33.0,42.15104806561249,48.76787907063349,36.192765136313774,2.952206400249257
82807.0,318.0,28.0,66.6477814776001,44.4570274374815,28.162415347189782,1.4834754071122578
19747.0,308.0,20.0,22.170574642202634,52.08563968154478,33.96160837273995,1.979697132991891
63390.0,329.0,10.0,71.7941921089573,89.73145349216978,53.90990475149454,2.261044501352412
69185.0,311.0,14.0,22.703319377608643,52.64800035427368,37.84719281574426,2.880798159651855
72163.0,344.0,25.0,66.32168627230759,44.67205114456732,36.41133149420038,3.5188264804791816
69901.0,323.0,28.0,77.6589089894454,34.69969507027154,29.794123544305616,3.111069002292462
42251.0,339.0,13.0,17.499374496829056,46.832253700737965,25.388998241743135,0.49321784784353806
59000.0,341.0,9.0,50.60321966785639,76.13594004991879,49.75015267679008,2.9205456629576725
34923.0,317.0,42.0,35.912081026770906,46.03061078007463,39.345208674008674,4.082475820992839
44041.0,308.0,23.0,22.170574642202634,34.5104616850957,28.064191878218843,2.7022402589177483
83886.0,315.0,15.0,62.99707620899031,84.37069749535424,54.18534874767712,3.0
62383.0,329.0,7.0,71.7941921089573,89.73145349216978,56.7803812880604,2.9786636354938776
62481.0,311.0,10.0,22.703319377608643,52.64800035427368,37.00922262907037,2.671305612983383
